Date,Startup,Industry,SubVertical,Location,Investors,Round,AmountInCrores,URL,CleanedStartup,StandardizedStartup,InvestorsCleaned,Year
2015-11-19,SenseGiz,,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,4.303,http://sensegiz.com/,sensegiz,sensegiz,['karnataka semiconductor venture capital firm'],2015.0
2015-11-19,Fourseven,,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,3.91573,,fourseven,fourseven,['indian angel network'],2015.0
2015-11-19,AHA Taxis,,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,,http://www.ahataxis.com/,aha taxis,aha taxis,['ah ventures'],2015.0
2015-11-19,UrbanClap,,Mobile Services Marketplace,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,215.15,https://www.urbanclap.com/,urbanclap,urbanclap,"['bessemer venture partner', 'accel', 'saif partners']",2015.0
2015-11-18,Goodbox,,conversational commerce mobile app,Bangalore,Nexus Venture Partners,Private Equity,21.515,http://goodbox.in/,goodbox,goodbox,['nexus venture partners'],2015.0
2015-11-18,ScoopWhoop,,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,34.424,http://www.scoopwhoop.com/,scoopwhoop,scoopwhoop,['kalaari capital'],2015.0
2015-11-18,Ola,,Car Aggregator & Retail Mobile App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,4303.0,https://www.olacabs.com/,ola,ola,"['baillie gifford', 'falcon edge capital', 'tiger global', 'softbank group', 'dst global', 'didi kuaidi']",2015.0
2015-11-18,Hipship,,Express local delivery platform,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,,,hipship,hipship,"['inara capital', 'rishi khiani']",2015.0
2015-11-18,Pickrr,,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,,http://pickrr.com/,pickrr,pickrr,['palaash ventures'],2015.0
2015-11-18,Truelancer,,Curated Freelancer Marketplace,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,http://www.truelancer.com,truelancer,truelancer,"['blackstone valley group', 'raghu vohra', 'aditya dev sood', 'kamal bansal']",2015.0
2015-11-17,StyleTag,,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,64.545,http://www.styletag.com/,styletag,styletag,['jitu virwani'],2015.0
2015-11-17,CraftsVilla,,Women Ethnic Wear  Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,292.604,http://www.CraftsVilla.com,craftsvilla,craftsvilla,"['sequoia india', 'lightspeed venture partners', 'nexus venture partners', 'global founders capital', 'apoletto']",2015.0
2015-11-17,Julia Computing,,Numerical Computing & Data Science Platform,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,5.1636,http://juliacomputing.com/,julia computing,julia computing,['gordon and betty moore foundation'],2015.0
2015-11-17,BiBox,,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,4.56118,http://www.bibox.in/,bibox,bibox,['ravi krishnamurthy'],2015.0
2015-11-17,Smytten,,Online Products Discovery Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,1.7212,http://smytten.com/,smytten,smytten,"['rimpal chawla', 'anuj srivastava']",2015.0
2015-11-17,Convegenius,,Mobile Learning Solutions,Noida / Singapore,Enablers platform,Seed Funding,2.5818,http://convegenius.in/,convegenius,convegenius,['enablers platform'],2015.0
2015-11-16,Renowala,,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,,http://renowala.com/,renowala,renowala,['logtally'],2015.0
2015-11-16,Absentia,,Virtual Reality Headset creator,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,1.54908,http://www.absentiavr.com/,absentia,absentia,"['astarc ventures', '50k ventures others']",2015.0
2015-11-16,Cashkaro.com,,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,31.8422,http://Cashkaro.com,cashkarocom,cashkarocom,['kalaari capital'],2015.0
2015-11-16,TaskBucks,,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,129.09,http://www.taskbucks.com/,taskbucks,taskbucks,['times internet'],2015.0
2015-11-13,Flashdoor,,On Demand Laundry Service platform,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,,,flashdoor,flashdoor,"['sujeet kumar', 'ankit nagori', 'traxcn labs']",2015.0
2015-11-12,Hitwicket,,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,2.1515,http://hitwicket.com/,hitwicket,hitwicket,['chennai angels'],2015.0
2015-11-11,6Degree,,Talent platform for Fashion professionals,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,http://6degree.co/,6degree,6degree,"['centre for incubation business acceleration ciba', 'goa']",2015.0
2015-11-11,Gingercrush,,Product Customization Platform,Vadodara,TV Mohandas Pai’s family office,Seed Funding,,http://www.gingercrush.com/,gingercrush,gingercrush,['tv mohandas pais family office'],2015.0
2015-11-11,Delight Foods,,Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,5.1636,http://www.delightfoods.com/,delight foods,delight foods,"['lensbridge capital', 'mape advisory group', 'fireside ventures']",2015.0
2015-11-11,RenewBuy,,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,4.303,https://www.renewbuy.com/,renewbuy,renewbuy,['mount nathan advisors pte ltd'],2015.0
2015-11-11,Grab,,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,,http://www.grab.in/,grab,grab,['sixth sense ventures'],2015.0
2015-11-10,Chefs Basket,,Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,51.636,http://chefsbasket.com/,chefs basket,chefs basket,"['saif partners', 'haresh chawla']",2015.0
2015-11-09,Zilingo,,Marketplace App for Bangkok,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,16.3514,http://www.zilingo.com/,zilingo,zilingo,"['sequoia india', 'beenext ventures', 'kunal shah sandeep tandon']",2015.0
2015-11-09,AppVirality,,"Mobile Growth Hacking
Platform",Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,4.303,https://www.appvirality.com/,appvirality,appvirality,"['rajan anandan', 'mike galgon', 'ravi gururaj', 'ashim mehra', 'mohit saxena', 'internet group', 'tnn capital and others']",2015.0
2015-11-09,iStar Skill Development,,Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,12.909,http://istarindia.weebly.com/,istar skill development,istar skill development,"['michael susan dell foundation', 'unitus seed fund']",2015.0
2015-11-09,BigStylist.com,,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,8.606,,bigstylistcom,bigstylistcom,['info edge'],2015.0
2015-11-09,Skoov.com,,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,1.2909,http://skoov.com/,skoovcom,skoovcom,['undisclosed investor'],2015.0
2015-11-09,Didi,,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,1.2909,http://mydidi.in/,didi,didi,"['jozef bardik', 'leo wang sangeeth ram']",2015.0
2015-11-06,Soothe Healthcare,,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,,,soothe healthcare,soothe healthcare,['saina nehwal'],2015.0
2015-11-06,RepUp,,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,,http://repup.co/,repup,repup,['indian angel network'],2015.0
2015-11-06,Satvacart,,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,15.4908,http://www.satvacart.com/,satvacart,satvacart,['undisclosed hnis'],2015.0
2015-11-06,POPxo.com,,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,17.212,,popxocom,popxocom,"['idg ventures india', 'kalaari capital', '500 startups']",2015.0
2015-11-06,SparesHub,,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,3.95876,http://spareshub.com/,spareshub,spareshub,"['hyderabad angels', 'ms partners']",2015.0
2015-11-06,Yuvi Hospitality,,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,129.09,,yuvi hospitality,yuvi hospitality,['chandralekha construction pvt ltd'],2015.0
2015-11-06,Explara,,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,4.21694,http://www.Explara.com,explara,explara,"['hyderabad angels', 'singapore angel network', 'ness wadia']",2015.0
2015-11-05,BookMyBai,,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,1.2909,http://www.bookmybai.com/,bookmybai,bookmybai,['vineel nalla others'],2015.0
2015-11-05,Bobble,,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,,http://bobbleapp.me/,bobble,bobble,['saif partners others'],2015.0
2015-11-05,MyIndianStay,,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,1.7212,http://myindianstay.com/,myindianstay,myindianstay,['undisclosed investors'],2015.0
2015-11-04,YourDOST,,Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,3.4424,https://yourdost.com/#!,yourdost,yourdost,"['phanindra sama', 'aprameya radhakrishna', 'aneesh reddy', 'neeraj jawalkar', 'sanjay anandaram', 'pavan ongole', 'venk krishnan']",2015.0
2015-11-04,Paytunes,,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,,https://www.paytunes.in/paytunes/front,paytunes,paytunes,['cio angel network'],2015.0
2015-11-04,Shirsa Labs,,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,2.1515,http://shirsa.in/,shirsa labs,shirsa labs,['ah ventures'],2015.0
2015-11-03,Pokkt,,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,43.03,http://www.pokkt.com/main,pokkt,pokkt,"['segnel venture', 'shinji kimura', 'sundar chanrai', 'jafco asia', 'singtels innov8', 'jungle ventures', 'k ganesh']",2015.0
2015-11-03,Bidgely,,Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,142.8596,http://www.bidgely.com/,bidgely,bidgely,"['constellation technology ventures exelon corporation', 'eon', 'rwe', 'khosla ventures']",2015.0
2015-11-03,Deyor Rooms,,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,4.303,,deyor rooms,deyor rooms,['dheeraj jain others'],2015.0
2015-11-03,Stuffed,,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,3.31331,http://stuffed.co.in/,stuffed,stuffed,['riqueza capital'],2015.0
2015-11-03,LoanBaba,,Online Loans Marketplace,Mumbai,,Seed Funding,2.75392,https://loanbaba.com/,loanbaba,loanbaba,[],2015.0
2015-11-03,Sabse,,WiFi – first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,,http://www.sabse.com/,sabse,sabse,['ratan tata'],2015.0
2015-11-03,Findyahan,,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,,http://www.findyahan.com/,findyahan,findyahan,['times group brand capital'],2015.0
2015-11-03,boibanit,,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,1.2909,,boibanit,boibanit,"['varun ahuja', 'anubhav verma']",2015.0
2015-11-02,CityFlo,,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,6.4545,https://www.cityflo.com/,cityflo,cityflo,['idg ventures'],2015.0
2015-11-02,Twigly,,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,1.7212,http://twigly.in/,twigly,twigly,"['amit gupta', 'sahil barua', 'mukul singhal', 'tracxn labs']",2015.0
2015-10-31,Jugnoo,,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,86.06,https://jugnoo.in/,jugnoo,jugnoo,['paytm'],2015.0
2015-10-30,TinyOwl,,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,64.545,,tinyowl,tinyowl,"['sequoia capital', 'matrix partners']",2015.0
2015-10-30,Niki.ai,,Artificial Intelligence Ecommerce Chatbot,Bangalore,Unilazer Ventures,Seed Funding,,https://niki.ai/,nikiai,nikiai,['unilazer ventures'],2015.0
2015-10-30,Instavans,,Truck Aggregator & Logistics service,Bangalore,Suresh Vaswani,Seed Funding,,http://instavans.com/,instavans,instavans,['suresh vaswani'],2015.0
2015-10-30,LiftO,,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.11878,http://lifto.in/,lifto,lifto,"['rajesh bhatia', 'dheeraj mehta others']",2015.0
2015-10-30,Toppr.com,,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,17.212,https://www.toppr.com/,topprcom,topprcom,['innoven capital'],2015.0
2015-10-30,BeaconsTalk,,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,0.68848,,beaconstalk,beaconstalk,['puneet bhatia others'],2015.0
2015-10-30,Kleeto,,Document Digitization platform,Gurgaon,GREX,Seed Funding,1.97938,,kleeto,kleeto,['grex'],2015.0
2015-10-29,Tavaga,,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,,,tavaga,tavaga,['tracxn syndicate'],2015.0
2015-10-29,Moglix,,Industrial Toons Marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,,http://www.moglix.com/,moglix,moglix,"['accel partner', 'jungle ventures']",2015.0
2015-10-29,ZopHop,,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.8727,http://www.zophop.com/,zophop,zophop,"['amit singhal', 'pk gulati others']",2015.0
2015-10-28,UrDoorStep,,Online Grocery Store,Bangalore,Jupiter Capital,Private Equity,,http://www.urdoorstep.com/,urdoorstep,urdoorstep,['jupiter capital'],2015.0
2015-10-28,Smartivity.in,,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.7212,,smartivityin,smartivityin,['s chand and co pvt ltd'],2015.0
2015-10-28,ORIGA Leasing,,Asset Financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.4666,http://origaleasing.com/,origa leasing,origa leasing,"['ah ventures', '500 startups other hnis']",2015.0
2015-10-27,Care24,,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,3.0121,http://care24.co.in/,care24,care24,['india quotient'],2015.0
2015-10-27,Jombay,,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,,http://products.jombay.com/,jombay,jombay,['ventureworks india'],2015.0
2015-10-27,Happitoo,,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,0.662662,,happitoo,happitoo,['unnamed investor'],2015.0
2015-10-27,Roadrunnr,,Hyperlocal Logistics Service,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,86.06,,roadrunnr,roadrunnr,"['sequoia capital', 'nexus venture partners']",2015.0
2015-10-27,Simpli5d,,Online user engagement platform,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,http://nlpcaptcha.in/en/index.html,simpli5d,simpli5d,"['redcliffe capital', 'yournest angel fund']",2015.0
2015-10-26,Flexing It,,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,4.303,http://www.flexingit.com/,flexing it,flexing it,['undisclosed private investors'],2015.0
2015-10-26,Parcelled,,Online Logistics Platform,Bangalore,Delhivery,Private Equity,43.03,,parcelled,parcelled,['delhivery'],2015.0
2015-10-26,AlmaMapper,,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.4424,,almamapper,almamapper,['oswal techno ventures llp'],2015.0
2015-10-26,Netmeds.com,,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,430.3,http://www.Netmeds.com,netmedscom,netmedscom,"['orbimed', 'pradip dadha group']",2015.0
2015-10-26,Razorpay,,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,77.454,http://razorpay.com/,razorpay,razorpay,"['tiger global management', 'matrix partners']",2015.0
2015-10-23,Qik Stay,,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.1515,http://qikstay.com/,qik stay,qik stay,['id enablers pvt ltd'],2015.0
2015-10-23,Frsh,,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.606,http://frsh.com/#/,frsh,frsh,"['mumbai angels', 'mayank bhangdia', 'kae capital']",2015.0
2015-10-23,Leaping Caravan,,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,1.2909,http://leapingcaravan.com/,leaping caravan,leaping caravan,['group of angel investors'],2015.0
2015-10-23,Medd,,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,1.2909,,medd,medd,['group of angel investors'],2015.0
2015-10-21,White Owl Brewery,,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,13.16718,http://whiteowl.in/,white owl brewery,white owl brewery,"['arihant patni', 'raay global investments']",2015.0
2015-10-21,Stockal,,Personalized Stock Intelligence Platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,http://stockal.com/,stockal,stockal,"['r natarajan', 'mohan alexander']",2015.0
2015-10-21,MealHopper,,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.8606,,mealhopper,mealhopper,"['alok bajpai', 'rajnish kumar', 'amit dey']",2015.0
2015-10-21,Zenify.in,,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.50784,https://www.zenify.in/,zenifyin,zenifyin,"['atul jalan', 'shrikanth bharath']",2015.0
2015-10-21,AgentDesks,,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,25.3877,http://www.agentdesks.com/,agentdesks,agentdesks,"['sierra ventures', 'cota capital', 'vegas tech fund']",2015.0
2015-10-21,Jiyo Natural,,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,,http://www.jiyonatural.com/,jiyo natural,jiyo natural,['indian angel network'],2015.0
2015-10-20,iChef.in,,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,,http://ichef.in/#/home,ichefin,ichefin,['springboard ventures'],2015.0
2015-10-20,Opinio,,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,60.242,,opinio,opinio,"['delhivery', 'sands capital and accel partners']",2015.0
2015-10-20,PrimaSeller,,Order Fulfillment SAAS platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,https://primaseller.com/,primaseller,primaseller,"['dr aniruddha malpani manish gupta', 'ms partners others']",2015.0
2015-10-20,Attune Technologies,,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,86.06,http://attunelive.com/,attune technologies,attune technologies,"['qualcomm venture', 'norwest venture partners']",2015.0
2015-10-19,Holidify,,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,0.8606,http://www.holidify.com/,holidify,holidify,['aarti group'],2015.0
2015-10-19,Citrus Payment,,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,215.15,http://www.citruspay.com/,citrus payment,citrus payment,"['sequoia capital', 'ascent capital', 'econtext asia', 'beenos asia']",2015.0
2015-10-19,LetsVenture,,Startup Funding Marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,https://letsventure.com/,letsventure,letsventure,"['accel partners', 'anupam mittal other marquee investors']",2015.0
2015-10-17,S-Cube Futuretech,,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,8.606,http://www.s-cube.in/,scube futuretech,scube futuretech,['parampara capital'],2015.0
2015-10-16,mShipper,,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,,,mshipper,mshipper,['vijai laxmi'],2015.0
2015-10-16,Homers.in,,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,,homersin,homersin,"['devesh rai g', 'rajesh aggarwal', 'amitpal bhutani']",2015.0
2015-10-16,BolRealty,,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,,,bolrealty,bolrealty,['manpreet singh'],2015.0
2015-10-15,Bounty App,,Online Purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,,bounty app,bounty app,"['fireside ventures', 'mumbai angels mape advisory group']",2015.0
2015-10-14,Zappfresh,,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,0.662662,http://www.zappfresh.com/,zappfresh,zappfresh,['undisclosed investors'],2015.0
2015-10-14,Gaana.com,,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,,http://Gaana.com,gaanacom,gaanacom,['micromax informatics ltd'],2015.0
2015-10-14,AskMyGift,,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,0.4303,http://askmygift.com/,askmygift,askmygift,['turning ideas'],2015.0
2015-10-14,GymTrekker,,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,http://www.gymtrekker.com/,gymtrekker,gymtrekker,"['dewang neralla', 'roopak taneja', 'manisha gupta']",2015.0
2015-10-13,Lookup,,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,21.515,,lookup,lookup,"['khosla impact', 'biz stone', 'catamaran ventures', 'global founders capital', 'european investment fund']",2015.0
2015-10-13,Voodoo,,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,8.606,http://voodoo-mobile.com/,voodoo,voodoo,['saif partners'],2015.0
2015-10-12,Bizongo,,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,https://bizongo.in/,bizongo,bizongo,['accel partners'],2015.0
2015-10-12,Zify,,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,1.63514,http://zify.co,zify,zify,['sean osullivan others'],2015.0
2015-10-12,Faircent,,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,http://www.Faircent.com,faircent,faircent,['aarin capital partners'],2015.0
2015-10-12,Gridle,,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,0.8606,https://gridle.io/,gridle,gridle,['letsventure'],2015.0
2015-10-12,Mubble,,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,,http://www.mubble.in/,mubble,mubble,['accel partners'],2015.0
2015-10-12,Tripoto,,global community for travellers,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,http://www.tripoto.com/,tripoto,tripoto,"['500 startups', 'idg ventures advantedge fund', 'neeraj arora', 'leon seynave']",2015.0
2015-10-09,Inayo,,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.5818,,inayo,inayo,"['kemark ventures', 'amit ranjan', 'zishaan hayath and others']",2015.0
2015-10-09,Stockroom.io,,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,0.60242,http://stockroom.io/,stockroomio,stockroomio,['undisclosed investors'],2015.0
2015-10-09,Curofy,,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,,https://curofy.com/,curofy,curofy,['roundglass partners'],2015.0
2015-10-09,Cloud Lending,,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,68.848,http://cloudlendinginc.com/,cloud lending,cloud lending,['sf capital group'],2015.0
2015-10-09,Kulzy,,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.606,https://www.kulzy.com/,kulzy,kulzy,"['seedfund', 'bedrock ventures']",2015.0
2015-10-09,WoNoBo,,360-degree view creating platform,Bangalore,Quikr,Private Equity,,,wonobo,wonobo,['quikr'],2015.0
2015-10-09,Zeppery,,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,0.662662,,zeppery,zeppery,['suyash sharma'],2015.0
2015-10-08,Mobikon,,Hotel Mobile CRM Software platform,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,http://www.mobikontech.com/,mobikon,mobikon,"['lifesreda', 'qualgro']",2015.0
2015-10-08,ZuperMeal,,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,17.212,,zupermeal,zupermeal,"['sanjeev kapoor', 'ravi saxena others']",2015.0
2015-10-08,Cube26,,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,66.2662,,cube26,cube26,"['tiger global management', 'flipkart']",2015.0
2015-10-08,Grabhouse,,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,86.06,https://grabhouse.com/,grabhouse,grabhouse,['sequoia and kalaari capital'],2015.0
2015-10-08,Quifers,,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.66786,http://www.quifers.com/,quifers,quifers,"['vikas agarwal', 'vishal khare', 'sanjeev kakkar', 'smile group']",2015.0
2015-10-07,GoJavas,,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,172.12,http://gojavas.com/,gojavas,gojavas,['snapdeal'],2015.0
2015-10-07,Naturally Yours,,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,,http://www.naturallyyours.in/,naturally yours,naturally yours,['sanjay mehta'],2015.0
2015-10-07,SchoolGuru,,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,25.818,http://www.schoolguru.in/,schoolguru,schoolguru,['high networth individuals from india usa'],2015.0
2015-10-07,Scandid,,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,,http://scandid.in/,scandid,scandid,['micromax informatics'],2015.0
2015-10-07,StalkBuyLove,,Online Apparels Fashion brand,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,http://www.stalkbuylove.com/,stalkbuylove,stalkbuylove,"['mato peric', 'peter kabel others']",2015.0
2015-10-06,Welcome Cure,,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,51.636,http://www.welcomecure.com/,welcome cure,welcome cure,['unnamed media house and hnis'],2015.0
2015-10-06,Burger Singh,,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4.303,http://burgersinghonline.com/,burger singh,burger singh,"['ashvin chadha', 'avtar monga', 'udaan angels', 'dheeraj jain']",2015.0
2015-10-06,SportyBeans,,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,,http://www.sportybeans.com/,sportybeans,sportybeans,['youwecan ventures'],2015.0
