Date,Startup,Industry,SubVertical,Location,Investors,Round,AmountInCrores,URL,CleanedStartup,StandardizedStartup,InvestorsCleaned,Year
2018-03-14,Stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed / Angel Funding,,https://www.stumagz.com,stumagz,stumagz,"['venkat subramanian', 'sudhakar pennam', 'and other tech investors from silicon valley']",2018.0
2018-03-14,AvailFinance,Consumer Internet,Online Lending Platform,Bengaluru," Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,148.0232,https://www.availfinance.in,availfinance,availfinance,"['matrix partners', 'bhavish aggarwal', 'ankit bhati', 'binny bansal', 'kunal shah and manish patel']",2018.0
2018-03-13,PineLabs,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,705.692,https://www.pinelabs.com,pinelabs,pinelabs,"['actis', 'altimeter capital']",2018.0
2018-03-12,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,8.606,https://www.healthassure.in,healthcare,healthcare,['hr fund'],2018.0
2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors ,Private Equity,330.4704,https://www.pepperfry.com,pepperfry,pepperfry,['state street global advisors'],2018.0
2018-03-08,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,8.606,https://magicpin.in,magicpin,magicpin,['trifecta capital'],2018.0
2018-03-06,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity,65.4056,https://www.coverfox.com,coverfox,coverfox,['aegon nv'],2018.0
2018-03-06,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,83.4782,http://www.2adpro.com,ad2pro,ad2pro,['avendus finance pvt ltd'],2018.0
2018-03-05,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,43.03,https://www.hotelogix.com,hotelogix,hotelogix,"['vertex ventures', 'accel partners and saama capital']",2018.0
2018-03-05,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,51.636,http://finova.in,finova capital,finova capital,['sequoia capital'],2018.0
2018-03-05,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,86.06,https://www.medgenome.com,medgenome,medgenome,"['hdfc life', 'hdfc asset management']",2018.0
2018-03-05,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,18.0726,https://www.wellthy.care/,wellthy,wellthy,"['ranjan pai', 'apoorva patni', 'beenext ventures', 'growx ventures']",2018.0
2018-03-04,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,8.606,http://www.gramophone.in/,gramophone,gramophone,['infoedge'],2018.0
2018-03-04,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed / Angel Funding,9.4666,https://livehealth.in,livehealth,livehealth,['nexus venture partners'],2018.0
2018-03-03,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,2.1515,https://kuvera.in,kuvera,kuvera,"['baskar subramanian', 'saket kumar', 'gaurav suri and ankit kesarwani']",2018.0
2018-03-01,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,,https://pharmeasy.in,pharmeasy,pharmeasy,"['bessemer venture partners and orios venture partners', 'jm financials and memg']",2018.0
2018-03-01,Urban Ladder,E-Commerce ,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,103.272,https://www.urbanladder.com,urban ladder,urban ladder,"['sequoia capital', 'saif partners and kalaari capital']",2018.0
2018-03-01,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,25.818,http://www.buddy4study.com,buddy4studdy,buddy4studdy,['cba capital and others'],2018.0
2018-02-28,Predible Health,Healthcare,Cancer radiology,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,,http://prediblehealth.com,predible health,predible health,['unitus seed fund'],2018.0
2018-02-28,Credy,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,12.0484,https://www.credy.in,credy,credy,"['y combinator', 'khosla ventures', 'vy capital and others']",2018.0
2018-02-28,Gaana,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,989.69,https://gaana.com,gaana,gaana,"['tencent holdings ltd', 'times internet']",2018.0
2018-02-27,Trilyo,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,2.1515,https://www.trilyo.com,trilyo,trilyo,"['startup buddy', 'amit manocha and others']",2018.0
2018-02-27,Lollypop,Technology,Digital Design,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,,https://lollypop.biz,lollypop,lollypop,['dr devi shetty'],2018.0
2018-02-26,Avishkaar Box,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,6.648135,https://www.avishkaarbox.com,avishkaar box,avishkaar box,['auxano deals'],2018.0
2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,8.95024,http://www.planystech.com,planys technologies,planys technologies,"['kris gopalakrishnan', 'pratithi investment trust', 'memg family office', 's gopal']",2018.0
2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,"PNC, Citi Ventures",Private Equity,,https://www.highradius.com,highradius,highradius,"['pnc', 'citi ventures']",2018.0
2018-02-21,The Healthy Billions,Healthcare,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,18.0726,https://healthybillions.com,the healthy billions,the healthy billions,"['blume ventures', 'healthquad and fireside ventures']",2018.0
2018-02-21,Udaan,E-Commerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,430.3,https://udaan.com,udaan,udaan,['lightspeed yuri milner'],2018.0
2018-02-21,Capillary,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,172.12,https://www.capillarytech.com,capillary,capillary,"['wargburg pincus', 'sequoia']",2018.0
2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed / Angel Funding,4.303,http://www.agricx.com,agricxlab,agricxlab,['ankur capital'],2018.0
2018-02-19,AyeFinance,Finance,Online Lending,Gurugram,"Hinduja Leyland Finance, IntelleGrow ",Private Equity,32.7028,http://www.ayefin.com,ayefinance,ayefinance,"['hinduja leyland finance', 'intellegrow']",2018.0
2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,1.2909,https://www.fincash.com,fincash,fincash,"['mohammed khan', 'sameer narayan others']",2018.0
2018-02-16,happay,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,2.1515,https://www.happay.in,happay,happay,['sequoia and jerry yang'],2018.0
2018-02-15,Infibeam,E-Commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,53.61538,https://www.infibeam.com,infibeam,infibeam,['network 18'],2018.0
2018-02-15,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey ,Seed / Angel Funding,1.277423004,https://petsutra.com,petsutra,petsutra,['michael patrick hickey'],2018.0
2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,4.303,http://www.shirsa.in,shirsa labs,shirsa labs,"['dewang neralla', 'mahesh kothurkar', 'atul agarwal']",2018.0
2018-02-14,Toppr,Ed-Tech,Online Education Platform,Mumbai,Axis Capital Partners,Private Equity,0.8606,https://www.toppr.com/,toppr,toppr,['axis capital partners'],2018.0
2018-02-14,Littlemore,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,25.818,http://www.littlemoreinnovation.com,littlemore,littlemore,['kalpavriksh'],2018.0
2018-02-14,MoneyOnMobile,Technology,mobile payment platform,Mumbai, S7 Group,Private Equity,43.03,http://moneyonmobile.in,moneyonmobile,moneyonmobile,['s7 group'],2018.0
2018-02-14,OyoRooms,Hospitality,Budget Rooms,Gurgaon,DiDi Chuxing,Equity,860.6,https://www.oyorooms.com/,oyorooms,oyorooms,['didi chuxing'],2018.0
2018-02-13,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,116.181,https://imaxprogram.com,imax program,imax program,"['michael susan dell foundation', 'lgt impact ventures']",2018.0
2018-02-13,Awaaz De,Technology,Mobile Solutions for Social Impact,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,,https://awaaz.de,awaaz de,awaaz de,['tribe impact capital llp'],2018.0
2018-02-13,holachef,Food and Beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,2.6781872,https://www.holachef.com,holachef,holachef,['ashok kumar gajera'],2018.0
2018-02-12,Wydr,Consumer Internet,B2B Marketplace,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,,https://wydr.in/,wydr,wydr,"['bessemer venture partners', 'stellaris venture partners', 'axis capital', 'singapore', 'jungle venture partners']",2018.0
2018-02-12,Cashify,E-Commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,8.047375934,https://www.cashify.in,cashify,cashify,['trifecta capital'],2018.0
2018-02-12,Lendingkart,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,748.722,https://www.lendingkart.com/,lendingkart,lendingkart,['fullerton financial holdings pte ltd others'],2018.0
2018-02-09,WebEngage,Technology,Marketing Cloud for consumer businesses,Mumbai,Social Capital,Private Equity,,https://webengage.com,webengage,webengage,['social capital'],2018.0
2018-02-09,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,58.77898,https://rupeek.com,rupeek,rupeek,"['accel partners', 'sequoia capital']",2018.0
2018-02-09,MedTel,Healthcare,Virtual health clinics,Bhubaneswar,British and Indian Governments,Private Equity,,https://medtel.in,medtel,medtel,['british and indian governments'],2018.0
2018-02-09,healthifyme,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,103.272,https://healthifyme.com,healthifyme,healthifyme,['sistema asia fund'],2018.0
2018-02-08,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,430.3,https://www.icertis.com,icertis,icertis,['meritech capital partners'],2018.0
2018-02-08,Shape,Healthcare," Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,860.6,https://www.shape.com/,shape,shape,['sandeep mathur'],2018.0
2018-02-07,Swiggy,Food and Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,860.6,https://www.swiggy.com,swiggy,swiggy,['naspers'],2018.0
2018-02-06,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,26.6786,https://www.healthi.in,healthi,healthi,['montane ventures'],2018.0
2018-02-06,Foodmemories,Consumer Internet,Online Food Marketplace,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,,https://www.foodmemories.com/,foodmemories,foodmemories,"['bhavesh manglani', 'suraj saharan', 'darshan upadhyay', 'sanjay notani others']",2018.0
2018-02-05,CollegeDekho,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,17.212,https://www.collegedekho.com,collegedekho,collegedekho,"['man capital llp', 'girnar software', 'others']",2018.0
2018-02-05,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,180.726,https://www.aimsindia.com,asia institute of medical science,asia institute of medical science,['cdc group plc'],2018.0
2018-02-05,Pratilipi,Publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,37.0058,http://pratilipi.in,pratilipi,pratilipi,['omidyar network'],2018.0
2018-02-01,Zomato,Food and Beverages,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,1721.2,https://www.zomato.com,zomato,zomato,['ant financials'],2018.0
2018-02-01,BigBasket,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,2581.8,https://www.bigbasket.com,bigbasket,bigbasket,"['alibaba', 'helion venture partners', 'bessemer venture partners', 'ascent capital']",2018.0
2018-01-31,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,37.8664,http://www.inurture.co.in/,inurture,inurture,['ventureast'],2018.0
2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,430.3,https://www.browserstack.com/,browserstack,browserstack,['accel partners'],2018.0
2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,8.606,http://www.peesafe.in/,peesafe,peesafe,"['shivani singh', 'rahul maroli', 'mitesh shah', 'venture catalysts', 'alfa capital', 'green shots capital', 'real time ventures']",2018.0
2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,4.303,https://scapic.com/,scapic,scapic,"['axilor ventures', 'newfort capital']",2018.0
2018-01-30,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,65.4056,http://moneyonmobile.in/,moneyonmobile,moneyonmobile,['undisclosed investors'],2018.0
2018-01-30,CureFit,Healthcare,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,86.06,https://www.cure.fit/,curefit,curefit,"['hdfc bank', 'axis bank']",2018.0
2018-01-29,eKincare,Healthcare,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,12.909,https://www.ekincare.com/,ekincare,ekincare,"['ventureast', 'endiya partners', 'eight roads ventures', 'touchstone equities', 'bvr mohan reddy']",2018.0
2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,8.606,http://www.theweddingbrigade.com/,the wedding brigade,the wedding brigade,['blume ventures'],2018.0
2018-01-26,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,63.6844,http://www.axiobio.com/,axio,axio,['rnt capital'],2018.0
2018-01-25,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,8.606,http://www.greyatom.com/,greyatom,greyatom,['pravega ventures'],2018.0
2018-01-25,Glassic,Ecommerce,Eyewear,Bengaluru,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed Funding,,https://www.glassic.in/,glassic,glassic,"['chennai angels', 'lead angels', 'letsventure']",2018.0
2018-01-24,Aye Finance,Finance,Online Lending,Gurugram,IFMR Capital,Term Loan,53.70144,http://www.ayefin.com/,aye finance,aye finance,['ifmr capital'],2018.0
2018-01-24,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,74.0116,https://www.raoiit.com,rao iit academy,rao iit academy,['avendus finance'],2018.0
2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,404.482,https://www.neogrowth.in/,neogrowth credit,neogrowth credit,"['leapfrog investments', 'aspada investment', 'quona capital']",2018.0
2018-01-23,Milkbasket,E-commerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,25.818,http://milkbasket.com/,milkbasket,milkbasket,['unilever ventures'],2018.0
2018-01-22,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed Funding,3.4424,https://www.paperflite.com/,paperflite,paperflite,['the chennai angels'],2018.0
2018-01-22,Skillate,Technology,Artificial Intellegence,Bengaluru,"Incubate Fund India, Anuj Agrawal",Private Equity,,https://www.skillate.com/,skillate,skillate,"['incubate fund india', 'anuj agrawal']",2018.0
2018-01-22,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Lionrock Capital,Private Equity,21.515,http://hungerbox.com,hungerbox,hungerbox,['lionrock capital'],2018.0
2018-01-22,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,34.424,https://www.optacredit.com/,optacredit,optacredit,['dmi finance'],2018.0
2018-01-22,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,27.5392,http://www.aeonlearning.net/,aeon learning,aeon learning,['dr ranjan pai'],2018.0
2018-01-18,ShareChat,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,156.6292,https://www.sharechat.com/,sharechat,sharechat,"['xiaomi singapore', 'shunwei capital']",2018.0
2018-01-17,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,8.606,http://www.rubix108.com/,rubix,rubix,['polaris fund'],2018.0
2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix’s corporate financing arm, Electronic Development Fund",Private Equity,215.15,http://www.piventures.in/,pi ventures,pi ventures,"['sunil kant munjal', 'hero electronixs corporate financing arm', 'electronic development fund']",2018.0
2018-01-15,Streak,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,3.0516876,https://www.streak.com/,streak,streak,"['indian fintech fund', 'rainmatter']",2018.0
2018-01-15,Newgen Software,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,172.12,http://www.newgensoft.com/,newgen software,newgen software,"['goldman sachs', 'hedge fund others']",2018.0
2018-01-12,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,172.12,https://razorpay.com/,razorpay,razorpay,"['tiger global', 'y combinator']",2018.0
2018-01-12,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,0.68848,http://kuants.in/,kuants,kuants,"['pankaj chopra', 'ankush gupta']",2018.0
2018-01-10,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,162.13704,,appario retail pvt,appario retail pvt,['amazonpatni jv'],2018.0
2018-01-10,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,16.60958,https://www.tapzo.com/,tapzo,tapzo,['runet other'],2018.0
2018-01-10,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,202.241,http://samfin.in/,samunnati,samunnati,"['responsability', 'elevar equity and accel partners']",2018.0
2018-01-10,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,311.79538,http://smtpl.com/,sahajanand medical technologies,sahajanand medical technologies,['morgan stanley private equity asia'],2018.0
2018-01-09,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,,Seed/Angel Funding,21.515,https://www.kinsane.com/,kinsane entertainment,kinsane entertainment,[],2018.0
2018-01-09,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,40.4482,https://www.lendingkart.com/,lendingkart,lendingkart,['nederlandse financieringsmaatschappij voor ontwikkelingslanden nv'],2018.0
2018-01-08,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,Rohan Agila,Angel / Seed Funding,,http://www.daaki.com/,daaki,daaki,['rohan agila'],2018.0
2018-01-05,WOTU,E-commerce,Food and Beverages,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,,http://wotu.in,wotu,wotu,"['claris capital', 'mumbai angels network']",2018.0
2018-01-04,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private ,135.1142,http://earlysalary.com/,earlysalary,earlysalary,['eight roads ventures india'],2018.0
2018-01-02,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,,https://clevertap.com/,clevertap,clevertap,"['recruit holdings', 'sequoia capital india', 'accel partners']",2018.0
2017-12-27,Garage On Road,E-Commerce,Online vehicle service booking platform,Noida,Gaurav Gupta,Private Equity,,http://garageonroad.com/,garage on road,garage on road,['gaurav gupta'],2017.0
2017-12-27,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems ,Hyderabad,Jones Lang LaSalle,Private Equity,32.7028,https://foyr.com/,foyrcom,foyrcom,['jones lang lasalle'],2017.0
2017-12-26,Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,Eight Roads Ventures India,Private Equity,86.06,https://www.specsmakers.in/,specsmakers,specsmakers,['eight roads ventures india'],2017.0
2017-12-21,IGP.com,E-Commerce,Online Gifting Platform,Uttar Pradesh,Venture Catalysts,Private Equity,,https://www.igp.com/,igpcom,igpcom,['venture catalysts'],2017.0
2017-12-21,EasyEcom,E-Commerce,Ecommerce enabler platform,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,1.2909,http://www.easyecom.in/,easyecom,easyecom,"['ambarish gupta', 'aneesh reddy', 'bold ventures', 'vona investments']",2017.0
2017-12-21,Indus OS,Technology,Regional Operating System for Smartphones,Mumbai,Omidyar Network,Private Equity,34.424,http://www.indusos.com/,indus os,indus os,['omidyar network'],2017.0
2017-12-20,Spandana Sphoorty,Finance,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,"Kedaraa Capital, Ontario Teachers'",Private Equity,167.817,http://www.spandanaindia.com/,spandana sphoorty,spandana sphoorty,"['kedaraa capital', 'ontario teachers']",2017.0
2017-12-20,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,8.606,https://www.yourquote.in/,your quote,your quote,"['axilor ventures', 'ecity ventures atul goel']",2017.0
2017-12-19,Peel Works,Technology,SaaS based Big Data Analytics Platform,Mumbai,Unilever Ventures,Private Equity,,http://www.peel-works.com/,peel works,peel works,['unilever ventures'],2017.0
2017-12-19,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,81.757,https://www.springboard.com/,springboard,springboard,"['costanoa', 'learn capital', 'jyoti bansal']",2017.0
2017-12-19,9Stacks,Technology,Online Poker Platform,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,12.909,https://www.9stacks.com/,9stacks,9stacks,"['swati gupta', 'purnima khandelwal', 'maheshwar peri', 'sanjay singh']",2017.0
2017-12-18,Sky Met Weather,Technology,Weather Forecast Platform,Noida,InsuResillience Investment Fund,Private Equity,,https://www.skymetweather.com/,sky met weather,sky met weather,['insuresillience investment fund'],2017.0
2017-12-15,Cash Suvidha,E-Commerce,Online Micro-Lending Platform,Delhi,,Debt Funding,23.2362,https://www.cashsuvidha.com/,cash suvidha,cash suvidha,[],2017.0
2017-12-15,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,4.621422,https://www.purplle.com/,purplle,purplle,"['mountain pain capital', 'suncoast investments']",2017.0
2017-12-14,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Partners,Private Equity,51.636,http://www.transervetechnologies.com/,transversal technologies,transversal technologies,['matrix partners'],2017.0
2017-12-14,WeDoSky,Technology,Provides Business Insights using Drone Imaginary,Delhi,Mumbai Angels Network,Private Equity,,http://wedosky.com/,wedosky,wedosky,['mumbai angels network'],2017.0
2017-12-14,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,2.1515,https://curofy.com/,curofy,curofy,['roundglass partners llc'],2017.0
2017-12-14,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,86.06,https://www.homelane.com/,homelane,homelane,"['accel partners', 'sequoia capital', 'rb investments']",2017.0
2017-12-14,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Investments,Private Equity,60.242,https://www.teabox.com/,tea box,tea box,['rb investments'],2017.0
2017-12-13,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,,https://www.capitaworld.com/,capita world,capita world,"['mohan tanksale', 'kiran shetty', 'darshak shah', 'mandar mhatre']",2017.0
2017-12-13,DocsApp,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Venture Partners,Private Equity,61.9632,https://www.docsapp.in/,docsapp,docsapp,['bessemer venture partners'],2017.0
2017-12-13,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,232.362,http://nazara.com/,nazara technologies,nazara technologies,['rakesh jhunjhunwala'],2017.0
2017-12-13,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,232.362,https://www.mindtickle.com/,mindtickle,mindtickle,['canaan partners'],2017.0
2017-12-12,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,150.605,https://simility.com/,simility,simility,['accel partners'],2017.0
2017-12-12,Fracktal Works,Technology,Platform based on 3D printing and Digital Manufacturing,Bengaluru,Hyderabad Angels,Seed/Angel Funding,,https://fracktal.in/,fracktal works,fracktal works,['hyderabad angels'],2017.0
2017-12-12,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,15.4908,https://www.icanstay.com/,i can stay,i can stay,['ht media'],2017.0
2017-12-12,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed/Angel Funding,2.005198,https://www.shopholix.com/,shopholix,shopholix,['munesh khanna'],2017.0
2017-12-11,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed/Angel Funding,0.4303,https://www.projectmudra.com/,project mudra,project mudra,['village capital'],2017.0
2017-12-11,Furlenco,Technology,Furniture Rental Platform,Bengaluru,Aamir Khan,Debt Funding,10.3272,https://www.furlenco.com/,furlenco,furlenco,['aamir khan'],2017.0
2017-12-11,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,12.909,https://www.vahdamteas.com/,vahdam tea,vahdam tea,"['singapore angel network', 'mumbai angel']",2017.0
2017-12-11,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,0.4303,https://logicroots.com/,logic roots,logic roots,['village capital'],2017.0
2017-12-08,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,43.03,https://www.inshorts.com/,inshorts,inshorts,['tiger global'],2017.0
2017-12-07,eShakti,Ecommerce,Women's Fashion Clothing Online Platform,Chennai,IDG Ventures,Debt Funding,19.7938,http://www.eshakti.com/,eshakti,eshakti,['idg ventures'],2017.0
